Time,CH1,CH2
0,1,0.10654
0,1,0.0845363
0,1,0.0959502
0,1,0.117985
0,1,0.117038
0,1,0.11829
0,1,0.098117
0,1,0.0918302
0,1,0.09064
0,1,0.10123
0,1,0.0940886
0,1,0.0991546
0,1,0.121189
0,1,0.124149
0,1,0.13535
0,1,0.127812
0,1,0.139378
0,1,0.130284
0,1,0.139134
0,1,0.165777
0,1,0.166082
0,1,0.195929
0,1,0.202643
0,1,0.187933
0,1,0.197546
0,1,0.196753
0,1,0.223548
0,1,0.233497
0,1,0.240211
0,1,0.26368
0,1,0.890225
0,0.681021,1
0,0.0230415,1
0,-0.0158696,1
0,0.00354015,1
0,0.042909,1
0,0.0611896,1
0,0.0685446,1
0,0.088168,1
0,0.0939665,1
0,0.0756554,1
0,0.0885342,1
0,0.121982,1
0,0.130375,1
0,0.157933,1
0,0.161962,1
0,0.182897,1
0,0.181707,1
0,0.20072,1
0,0.216346,1
0,0.872402,1
0,1,0.656423
0,1,-0.00244148
0,1,-0.012299
0,1,-0.0150761
0,1,-0.0143132
0,1,0.0143742
0,1,0.0198676
0,1,-0.00183111
0,1,-0.00653096
0,1,0.0120853
0,1,0.018891
0,1,0.0235298
0,1,0.0467544
0,1,0.0393384
0,1,0.0520951
0,1,0.0683309
0,1,0.0674459
0,1,0.0581683
0,1,0.0598468
0,1,0.0665304
0,1,0.0736412
0,1,0.0848109
0,1,0.101871
0,1,0.106662
0,1,0.117405
0,1,0.148503
0,1,0.143986
0,1,0.143529
0,1,0.170812
0,1,0.1966
0,1,0.197638
0,1,0.181371
0,1,0.201544
0,1,0.208625
0,1,0.201941
0,1,0.232337
0,1,0.246162
0,1,0.238899
0,1,0.263039
0,1,0.925382
0,0.674703,1
0,-0.00637837,1
0,-0.0364086,1
0,-0.0439467,1
0,-0.0442824,1
0,-0.0266427,1
0,0.0137333,1
0,0.0298471,1
0,0.0301218,1
0,0.0292367,1
0,0.0198676,1
0,0.0392468,1
0,0.0307627,1
0,0.0324107,1
0,0.0392773,1
0,0.0622272,1
0,0.0686361,1
0,0.0809656,1
0,0.0716575,1
0,0.0861843,1
0,0.0795618,1
0,0.104404,1
0,0.106967,1
0,0.0872219,1
0,0.0987579,1
0,0.0811792,1
0,0.0793481,1
0,0.089877,1
0,0.117466,1
0,0.116733,1
0,0.0958892,1
0,0.111942,1
0,0.111789,1
0,0.117588,1
0,0.109867,1
0,0.123569,1
0,0.126347,1
0,0.124577,1
0,0.107517,1
0,0.124638,1
0,0.130497,1
0,0.105045,1
0,0.0983306,1
0,0.107181,1
0,0.123142,1
0,0.126957,1
0,0.136204,1
0,0.162175,1
0,0.147923,1
0,0.155461,1
0,0.189215,1
0,0.189795,1
0,0.195715,1
0,0.207038,1
0,0.200201,1
0,0.197699,1
0,0.229072,1
0,0.242653,1
0,0.26957,1
0,0.916379,1
0,1,0.661733
0,1,0.0343944
0,1,0.00387585
0,1,0.00119022
0,1,0.0273141
0,1,0.0246895
0,1,0.0278634
0,1,0.0573138
0,1,0.0867031
0,1,0.116184
0,1,0.135258
0,1,0.137852
0,1,0.117832
0,1,0.121097
0,1,0.143223
0,1,0.162999
0,1,0.167302
0,1,0.19013
0,1,0.220374
0,1,0.885495
0,0.698355,1
0,0.0503555,1
0,0.0301828,1
0,0.037904,1
0,0.0290841,1
0,0.0262459,1
0,0.0581683,1
0,0.0821253,1
0,0.0962249,1
0,0.111759,1
0,0.107303,1
0,0.0991241,1
0,0.118656,1
0,0.165441,1
0,0.187384,1
0,0.188421,1
0,0.188177,1
0,0.206091,1
0,0.240822,1
0,0.901059,1
0,1,0.665822
0,1,0.0112308
0,1,-0.00662252
0,1,0.015656
0,1,0.014893
0,1,0.0391858
0,1,0.0621967
0,1,0.0565508
0,1,0.0751366
0,1,0.0721763
0,1,0.0782189
0,1,0.10242
0,1,0.13599
0,1,0.141606
0,1,0.166265
0,1,0.167364
0,1,0.185186
0,1,0.180517
0,1,0.226081
0,1,0.86816
0,0.721,1
0,0.0700095,1
0,0.0318918,1
0,0.0102847,1
0,0.0232246,1
0,0.0328684,1
0,0.0285653,1
0,0.0366222,1
0,0.0502029,1
0,0.0663472,1
0,0.0831324,1
0,0.113681,1
0,0.147252,1
0,0.156713,1
0,0.147557,1
0,0.168767,1
0,0.194098,1
0,0.199805,1
0,0.204169,1
0,0.853786,1
0,1,0.684164
0,1,0.0170904
0,1,-0.0119633
0,1,0.0111698
0,1,0.0492264
0,1,0.0693075
0,1,0.0815455
0,1,0.0945158
0,1,0.108158
0,1,0.119022
0,1,0.126499
0,1,0.135044
0,1,0.118198
0,1,0.119022
0,1,0.130772
0,1,0.153172
0,1,0.191229
0,1,0.190893
0,1,0.210974
0,1,0.893643
0,0.685354,1
0,0.0516068,1
0,0.025605,1
0,0.0443129,1
0,0.0590533,1
0,0.066805,1
0,0.0623798,1
0,0.0527665,1
0,0.0708335,1
0,0.083346,1
0,0.124149,1
0,0.139073,1
0,0.132115,1
0,0.163915,1
0,0.171331,1
0,0.151433,1
0,0.149571,1
0,0.157414,1
0,0.204138,1
0,0.890408,1
0,1,0.68923
0,1,0.0249947
0,1,0.000885037
0,1,0.0355541
0,1,0.0510575
0,1,0.0551775
0,1,0.0448317
0,1,0.0645161
0,1,0.0712302
0,1,0.0842311
0,1,0.119175
0,1,0.125553
0,1,0.134037
0,1,0.152837
0,1,0.161809
0,1,0.158177
0,1,0.173925
0,1,0.164647
0,1,0.191839
0,1,0.857326
0,0.704154,1
0,0.032197,1
0,-0.00729392,1
0,-0.0069277,1
0,0.00347911,1
0,0.020661,1
0,0.0257881,1
0,0.0414747,1
0,0.0677206,1
0,0.0821253,1
0,0.118137,1
0,0.121891,1
0,0.117222,1
0,0.132084,1
0,0.135594,1
0,0.15363,1
0,0.195929,1
0,0.210242,1
0,0.226234,1
0,0.866482,1
0,1,0.683096
0,1,0.0380566
0,1,0.023133
0,1,0.0329295
0,1,0.0204169
0,1,0.0334178
0,1,0.032197
0,1,0.0526139
0,1,0.0937223
0,1,0.111911
0,1,0.122501
0,1,0.120121
0,1,0.147984
0,1,0.15891
0,1,0.172765
0,1,0.16831
0,1,0.170232
0,1,0.203436
0,1,0.238227
0,1,0.875881
0,0.680563,1
0,0.0408948,1
0,-0.00497452,1
0,-0.00628681,1
0,0.00619526,1
0,0.0206915,1
0,0.0563372,1
0,0.0773339,1
0,0.0736412,1
0,0.103702,1
0,0.112003,1
0,0.114841,1
0,0.115268,1
0,0.129276,1
0,0.136387,1
0,0.153813,1
0,0.1854,1
0,0.1742,1
0,0.198096,1
0,0.873409,1
0,1,0.689657
0,1,0.0491348
0,1,0.0204779
0,1,0.0421155
0,1,0.0483108
0,1,0.0290841
0,1,0.037141
0,1,0.0811182
0,1,0.0948515
0,1,0.0762047
0,1,0.0907315
0,1,0.138157
0,1,0.152013
0,1,0.132115
0,1,0.133549
0,1,0.153813
0,1,0.19013
0,1,0.199194
0,1,0.24485
0,1,0.899319
0,0.725211,1
0,0.0702536,1
0,0.0322581,1
0,0.0164495,1
0,0.0380566,1
0,0.0329295,1
0,0.0390637,1
0,0.0824,1
0,0.108554,1
0,0.122074,1
0,0.132969,1
0,0.148381,1
0,0.153417,1
0,0.147282,1
0,0.179876,1
0,0.197577,1
0,0.201453,1
0,0.181677,1
0,0.212928,1
0,0.881527,1
0,1,0.680746
0,1,0.0222785
0,1,-0.0290536
0,1,-0.0344249
0,1,-0.0128178
0,1,0.0115055
0,1,0.00811792
0,1,0.00134281
0,1,-0.00927763
0,1,-0.00500504
0,1,0.0105594
0,1,0.029725
0,1,0.0643635
0,1,0.0814539
0,1,0.0892361
0,1,0.0903958
0,1,0.0870388
0,1,0.0961943
0,1,0.0977813
0,1,0.0959502
0,1,0.0822169
0,1,0.0935392
0,1,0.132145
0,1,0.147374
0,1,0.157811
0,1,0.157414
0,1,0.142399
0,1,0.140141
0,1,0.171239
0,1,0.18479
0,1,0.173467
0,1,0.19071
0,1,0.178686
0,1,0.189215
0,1,0.218574
0,1,0.225654
0,1,0.201636
0,1,0.198218
0,1,0.247444
0,1,0.887967
0,0.663961,1
0,0.00186163,1
0,-0.0179449,1
0,0.001648,1
0,0.004944,1
0,0.0222785,1
0,0.0340587,1
0,0.053621,1
0,0.0954314,1
0,0.11948,1
0,0.126621,1
0,0.129276,1
0,0.144658,1
0,0.131138,1
0,0.143162,1
0,0.182653,1
0,0.195196,1
0,0.211005,1
0,0.250496,1
0,0.903409,1
0,1,0.723014
0,1,0.0627766
0,1,0.0294198
0,1,0.00555437
0,1,0.011597
0,1,0.0511795
0,1,0.0668661
0,1,0.0599689
0,1,0.0850856
0,1,0.0840175
0,1,0.0916471
0,1,0.0987884
0,1,0.124577
0,1,0.167119
0,1,0.177252
0,1,0.15949
0,1,0.16538
0,1,0.162267
0,1,0.202643
0,1,0.882168
0,0.661184,1
0,0.0196844,1
0,-0.00827052,1
0,-0.00311289,1
0,-0.00665304,1
0,0.00650044,1
0,-0.00802637,1
0,-0.0195318,1
0,-0.0159307,1
0,0.00268563,1
0,0.0318308,1
0,0.0173345,1
0,0.0148015,1
0,0.0356151,1
0,0.0629902,1
0,0.0537431,1
0,0.0612201,1
0,0.0786767,1
0,0.100528,1
0,0.10654,1
0,0.102786,0.680044
0,0.107028,0.0254524
0,0.0974761,-0.0302133
0,0.0918607,-0.0338145
0,0.079989,-0.00732444
0,0.0685751,0.0194098
0,0.0668966,0.0307627
0,0.0797754,0.0366833
0,0.110111,0.0312815
0,0.107181,0.00506607
0,0.101016,0.0121769
0,0.120243,0.0415357
0,0.123722,0.0317392
0,0.11124,0.0361339
0,0.112308,0.0472732
0,0.118564,0.0727256
0,0.104404,0.0632038
0,0.0911588,0.0795923
0,0.0845973,0.110996
0,0.10712,0.113285
0,0.125156,0.0866115
0,0.1171,0.0872829
0,0.0877712,0.115696
0,0.0948515,0.136204
0,0.108921,0.128788
0,0.0908536,0.152654
0,0.104099,0.165593
0,0.117435,0.148473
0,0.109745,0.150029
0,0.119907,0.176244
0,0.110752,0.162389
0,0.0897549,0.159917
0,0.0993683,0.180425
0,0.0967742,0.215064
0,0.0969268,0.217933
0,0.0908536,0.218818
0,0.110965,0.221046
0,0.104709,0.215278
0,0.100406,0.273812
0,0.104556,0.944639
0,0.0935392,1
0,0.117557,1
0,0.129398,1
0,0.129917,1
0,0.127812,1
0,0.112674,1
0,0.0818812,1
0,0.0830103,1
0,0.108493,1
0,0.0945158,1
0,0.0800806,1
0,0.0925321,1
0,0.108676,1
0,0.108798,1
0,0.0932035,1
0,0.103397,1
0,0.110996,1
0,0.0826136,1
0,0.0711386,1
0,0.0828883,1
0,0.116489,1
0,0.116794,1
0,0.0892056,1
0,0.0903958,1
0,0.0945158,1
0,0.118748,1
0,0.117161,1
0,0.0953398,1
0,0.107578,1
0,0.0903653,1
0,0.0746178,1
0,0.0832545,1
0,0.1171,1
0,0.128819,1
0,0.117069,1
0,0.0830409,1
0,0.0740684,1
0,0.0802942,1
0,0.0858181,1
0,0.104923,1
0,0.0952177,1
0,0.117405,1
0,0.123875,1
0,0.11417,1
0,0.113346,1
0,0.0881069,1
0,0.0846583,1
0,0.104831,1
0,0.0948515,1
0,0.113926,1
0,0.119785,1
0,0.114353,1
0,0.0932951,1
0,0.11066,1
0,0.116092,1
0,0.0926542,1
0,0.0932035,1
0,0.0963469,1
0,0.0794092,1
0,0.0743431,1
0,0.0798975,1
0,0.0750145,1
0,0.0834071,1
0,0.1171,1
0,0.129398,1
0,0.129398,1
0,0.117252,1
0,0.0866726,1
0,0.089053,1
0,0.109317,1
0,0.113437,1
0,0.0952788,1
0,0.110599,1
0,0.109836,1
0,0.122349,1
0,0.117313,1
0,0.0952177,1
0,0.105014,1
0,0.0886258,1
0,0.0988189,1
0,0.111393,1
0,0.0934477,1
0,0.0936003,1
0,0.0900601,1
0,0.10477,1
0,0.0876797,1
0,0.0967132,1
0,0.121281,1
0,0.116733,1
0,0.0831629,1
0,0.0762047,1
0,0.0856655,1
0,0.0756249,1
0,0.0705283,1
0,0.0762658,1
0,0.0986969,1
0,0.122196,1
0,0.117344,1
0,0.095584,1
0,0.112796,1
0,0.108798,1
0,0.102725,1
0,0.117801,1
0,0.118412,1
0,0.113254,1
0,0.0831324,1
0,0.0797144,1
0,0.10303,1
0,0.103275,1
0,0.0794092,1
0,0.0744346,1
0,0.0924711,1
0,0.119938,1
0,0.116672,1
0,0.083346,1
0,0.0805383,1
0,0.100436,1
0,0.0940275,1
0,0.0991546,1
0,0.103977,1
0,0.0927152,1
0,0.109012,1
0,0.0946074,1
0,0.0790124,1
0,0.0887783,1
0,0.107486,1
0,0.113681,1
0,0.0949431,1
0,0.10715,1
0,0.113468,1
0,0.0872219,1
0,0.0886258,1
0,0.118351,1
0,0.122257,1
0,0.0992462,1
0,0.0885952,1
0,0.105014,1
0,0.0946379,1
0,0.10474,1
0,0.0823084,1
0,0.0711386,1
0,0.0825526,1
0,0.109378,1
0,0.101566,1
0,0.0997955,1
0,0.11478,1
0,0.123234,1
0,0.115421,1
0,0.100253,1
0,0.11298,1
0,0.104068,1
0,0.0921049,1
0,0.0775475,1
0,0.070925,1
0,0.0700095,1
0,0.0705588,1
0,0.0828883,1
0,0.117069,1
0,0.129398,1
0,0.129734,1
0,0.129276,1
0,0.129185,1
0,0.11774,1
0,0.0959197,1
0,0.117283,1
0,0.116825,1
0,0.0836207,1
0,0.0776696,1
0,0.0893582,1
0,0.0899686,1
0,0.106693,1
0,0.0968352,1
0,0.107822,1
0,0.0898465,1
0,0.0970489,1
0,0.125858,1
0,0.124699,1
0,0.0930815,1
0,0.0834986,1
0,0.0904263,1
0,0.105716,1
0,0.119205,1
0,0.146184,1
0,0.15067,1
0,0.136387,1
0,0.139042,1
0,0.13184,1
0,0.145238,1
0,0.172063,1
0,0.189306,1
0,0.204871,1
0,0.212561,1
0,0.214515,1
0,0.208441,1
0,0.225715,1
0,0.234352,1
0,0.23484,1
0,0.221778,1
0,0.24366,1
0,0.904447,1
0,1,0.686636
0,1,0.0404065
0,1,0.0211798
0,1,0.0209662
0,1,0.00421155
0,1,0.0177618
0,1,0.0559099
0,1,0.0657674
0,1,0.0848415
0,1,0.0845668
0,1,0.113987
0,1,0.126041
0,1,0.124516
0,1,0.138279
0,1,0.165593
0,1,0.176672
0,1,0.196783
0,1,0.194311
0,1,0.220252
0,1,0.899442
0,0.71456,1
0,0.0566424,1
0,0.0359813,1
0,0.0407422,1
0,0.0553301,1
0,0.0572832,1
0,0.0472121,1
0,0.0793786,1
0,0.0967437,1
0,0.109165,1
0,0.120518,1
0,0.104495,1
0,0.10886,1
0,0.128636,1
0,0.149602,1
0,0.173009,1
0,0.172552,1
0,0.199316,1
0,0.227882,1
0,0.862026,1
0,1,0.685202
0,1,0.0523087
0,1,0.0314035
0,1,0.0158086
0,1,0.0252693
0,1,0.0600909
0,1,0.0746483
0,1,0.073336
0,1,0.0917692
0,1,0.118686
0,1,0.136174
0,1,0.13834
0,1,0.13065
0,1,0.159825
0,1,0.163762
0,1,0.159673
0,1,0.173376
0,1,0.193884
0,1,0.215888
0,1,0.885678
0,0.70629,1
0,0.023835,1
0,-0.0102542,1
0,0.00204474,1
0,0.00674459,1
0,0.0207831,1
0,0.0376598,1
0,0.071688,1
0,0.10123,1
0,0.116367,1
0,0.12244,1
0,0.140294,1
0,0.145512,1
0,0.158483,1
0,0.161992,1
0,0.156041,1
0,0.159703,1
0,0.188055,1
0,0.244209,1
0,0.897183,1
0,1,0.701163
0,1,0.0360424
0,1,0.0319224
0,1,0.0449843
0,1,0.0441603
0,1,0.0561541
0,1,0.0584124
0,1,0.0862453
0,1,0.107944
0,1,0.122623
0,1,0.135136
0,1,0.143925
0,1,0.15775
0,1,0.175726
0,1,0.17719
0,1,0.153386
0,1,0.150182
0,1,0.168218
0,1,0.226875
0,1,0.878262
0,0.69158,1
0,0.0614338,1
0,0.0417188,1
0,0.0428785,1
0,0.0520646,1
0,0.0551469,1
0,0.0349437,1
0,0.0477615,1
0,0.0898465,1
0,0.0954314,1
0,0.0882595,1
0,0.108097,1
0,0.135136,1
0,0.144688,1
0,0.170446,1
0,0.195868,1
0,0.198553,1
0,0.175939,1
0,0.194769,1
0,0.861904,1
0,1,0.713095
0,1,0.0613422
0,1,0.00955229
0,1,0.00814844
0,1,0.0425428
0,1,0.0671712
0,1,0.0742515
0,1,0.0744041
0,1,0.099826
0,1,0.117283
0,1,0.123692
0,1,0.114628
0,1,0.113437
0,1,0.128056
0,1,0.134526
0,1,0.143529
0,1,0.156529
0,1,0.174505
0,1,0.206946
0,1,0.882199
0,0.688284,1
0,0.0577105,1
0,0.0418104,1
0,0.0422681,1
0,0.0316782,1
0,0.0393689,1
0,0.0476699,1
0,0.043733,1
0,0.0638447,1
0,0.0958892,1
0,0.0889004,1
0,0.0947905,1
0,0.122715,1
0,0.156621,1
0,0.155858,1
0,0.149388,1
0,0.164769,1
0,0.190039,1
0,0.232856,1
0,0.875698,1
0,1,0.692923
0,1,0.0524918
0,1,0.0359508
0,1,0.0304575
0,1,0.0286569
0,1,0.0474868
0,1,0.0528886
0,1,0.0720237
0,1,0.0613727
0,1,0.0758995
0,1,0.11774
0,1,0.121921
0,1,0.124638
0,1,0.153478
0,1,0.154851
0,1,0.175817
0,1,0.173681
0,1,0.191168
0,1,0.216315
0,1,0.897732
0,0.694449,1
0,0.0595416,1
0,0.0433668,1
0,0.0434889,1
0,0.0284738,1
0,0.0162664,1
0,0.0240486,1
0,0.048616,1
0,0.08652,1
0,0.118351,1
0,0.136876,1
0,0.147588,1
0,0.153722,1
0,0.161504,1
0,0.143498,1
0,0.153966,1
0,0.195563,1
0,0.202918,1
0,0.216712,1
0,0.894009,1
0,1,0.713126
0,1,0.0246284
0,1,-0.00839259
0,1,0.00836207
0,1,0.00640889
0,1,0.023011
0,1,0.0686361
0,1,0.0937529
0,1,0.104801
0,1,0.110782
0,1,0.116092
0,1,0.102634
0,1,0.10654
0,1,0.131077
0,1,0.171697
0,1,0.18189
0,1,0.195074
0,1,0.20188
0,1,0.219611
0,1,0.884548
0,0.679189,1
0,0.0238044,1
0,0.0203864,1
0,0.00848415,1
0,0.0143742,1
0,0.0514542,1
0,0.0651265,1
0,0.076632,1
0,0.0726646,1
0,0.0960723,1
0,0.098056,1
0,0.12833,1
0,0.151494,1
0,0.140324,1
0,0.134068,1
0,0.141087,1
0,0.15833,1
0,0.185308,1
0,0.217444,1
0,0.878201,1
0,1,0.692831
0,1,0.0326548
0,1,0.0308237
0,1,0.036256
0,1,0.0240791
0,1,0.0445265
0,1,0.0344554
0,1,0.047792
0,1,0.0906095
0,1,0.0987274
0,1,0.0968658
0,1,0.122959
0,1,0.146123
0,1,0.15421
0,1,0.147435
0,1,0.165044
0,1,0.170293
0,1,0.166601
0,1,0.197424
0,1,0.859004
0,0.672842,1
0,0.0399487,1
0,0.0367138,1
0,0.044496,1
0,0.0458388,1
0,0.0556963,1
0,0.0463271,1
0,0.0429395,1
0,0.0588702,1
0,0.0874966,1
0,0.0924406,1
0,0.119755,1
0,0.159581,1
0,0.172185,1
0,0.167638,1
0,0.184454,1
0,0.174108,1
0,0.180792,1
0,0.222449,1
0,0.900723,1
0,1,0.664998
0,1,0.012421
0,1,-0.0303049
0,1,-0.0344249
0,1,-0.023835
0,1,-0.0291757
0,1,-0.027192
0,1,-0.00726341
0,1,0.0189215
0,1,0.00466933
0,1,0.00451674
0,1,0.020661
0,1,0.0536515
0,1,0.0562151
0,1,0.0618305
0,1,0.0779443
0,1,0.0711081
0,1,0.0628987
0,1,0.0813318
0,1,0.0636616
0,1,0.0580462
0,1,0.0737327
0,1,0.0958892
0,1,0.0871303
0,1,0.110538
0,1,0.121982
0,1,0.116642
0,1,0.0914029
0,1,0.0730613
0,1,0.0810877
0,1,0.107639
0,1,0.0979339
0,1,0.0907926
0,1,0.0905789
0,1,0.089053
0,1,0.110477
0,1,0.0987274
0,1,0.0773034
0,1,0.0839564
0,1,0.116794
0,1,0.116581
0,1,0.0839564
0,1,0.0734886
0,1,0.0716575
0,1,0.0819422
0,1,0.113834
0,1,0.124119
0,1,0.117801
0,1,0.121494
0,1,0.117252
0,1,0.121311
0,1,0.116855
0,1,0.126988
0,1,0.123142
0,1,0.106082
0,1,0.125645
0,1,0.130802
0,1,0.121342
0,1,0.135319
0,1,0.132572
0,1,0.105197
0,1,0.113254
0,1,0.134465
0,1,0.115421
0,1,0.113376
0,1,0.137974
0,1,0.172216
0,1,0.187933
0,1,0.192663
0,1,0.183264
0,1,0.16242
0,1,0.170751
0,1,0.200507
0,1,0.210486
0,1,0.220466
0,1,0.21778
0,1,0.225745
0,1,0.245949
0,1,0.284097
0,1,0.930296
0,0.6498,1
0,0.0097354,1
0,-0.0355235,1
0,-0.0260933,1
0,-0.0138859,1
0,-0.0293283,1
0,-0.0260628,1
0,0.00299081,1
0,0.0341807,1
0,0.0375072,1
0,0.0188604,1
0,0.0363475,1
0,0.0650349,1
0,0.0679952,1
0,0.0639058,1
0,0.0884121,1
0,0.0919828,1
0,0.0657063,1
0,0.0668966,1
0,0.0858181,1
0,0.0930815,1
0,0.127781,1
0,0.146764,1
0,0.153569,1
0,0.158971,1
0,0.164464,1
0,0.157994,1
0,0.144566,1
0,0.138646,1
0,0.156835,1
0,0.19364,1
0,0.19599,1
0,0.181005,1
0,0.196295,1
0,0.201544,1
0,0.199286,1
0,0.210273,1
0,0.234382,1
0,0.261086,1
0,0.888028,1
0,1,0.683218
0,1,0.039613
0,1,-0.0124516
0,1,-0.00613422
0,1,0.0331736
0,1,0.061037
0,1,0.0642415
0,1,0.045381
0,1,0.0599078
0,1,0.0970489
0,1,0.102908
0,1,0.140049
0,1,0.154668
0,1,0.143468
0,1,0.16007
0,1,0.161687
0,1,0.174902
0,1,0.180639
0,1,0.228339
0,1,0.887173
0,0.675069,1
0,0.00772118,1
0,-0.0258492,1
0,-0.017365,1
0,-0.0182196,1
0,0.00210578,1
0,-0.00415052,1
0,0.0132756,1
0,0.0377209,1
0,0.0482498,1
0,0.0461745,1
0,0.0464187,1
0,0.0677206,1
0,0.07004,1
0,0.0516678,1
0,0.0675069,1
0,0.0838954,1
0,0.106418,1
0,0.119327,1
0,0.126072,1
0,0.123875,1
0,0.113529,1
0,0.13065,1
0,0.128086,1
0,0.134709,1
0,0.148961,1
0,0.140782,1
0,0.157659,1
0,0.153111,1
0,0.174596,1
0,0.196112,1
0,0.196234,1
0,0.203619,1
0,0.194372,1
0,0.220618,1
0,0.223121,1
0,0.196783,1
0,0.203619,1
0,0.26371,1
0,0.929289,1
0,1,0.669057
0,1,0.0432752
0,1,0.0237129
0,1,0.0105899
0,1,0.0179754
0,1,0.0332347
0,1,0.0524308
0,1,0.0631733
0,1,0.0679342
0,1,0.0673544
0,1,0.0886258
0,1,0.125523
0,1,0.12949
0,1,0.152867
0,1,0.14481
0,1,0.149754
0,1,0.156865
0,1,0.159185
0,1,0.195288
0,1,0.85931
0,0.666921,1
0,0.023133,1
0,0.0191046,1
0,0.0119022,1
0,0.030549,1
0,0.0457472,1
0,0.0584735,1
0,0.0662557,1
0,0.0693991,1
0,0.0977508,1
0,0.099704,1
0,0.123051,1
0,0.124424,1
0,0.124363,1
0,0.137211,1
0,0.155614,1
0,0.194708,1
0,0.200446,1
0,0.205542,1
0,0.857204,1
0,1,0.676107
0,1,0.0217292
0,1,0.00201422
0,1,0.00393689
0,1,0.009888
0,1,0.0306711
0,1,0.0412915
0,1,0.0719321
0,1,0.0686666
0,1,0.0661641
0,1,0.0775781
0,1,0.0956145
0,1,0.124882
0,1,0.159185
0,1,0.17362
0,1,0.155034
0,1,0.155492
0,1,0.16715
0,1,0.224799
0,1,0.896725
0,0.712363,1
0,0.0247505,1
0,-0.000701926,1
0,0.0384838,1
0,0.0589312,1
0,0.0691855,1
0,0.0686361,1
0,0.0479751,1
0,0.0612812,1
0,0.0982696,1
0,0.104099,1
0,0.12775,1
0,0.130589,1
0,0.163152,1
0,0.178014,1
0,0.181219,1
0,0.186499,1
0,0.196753,1
0,0.21659,1
0,0.897732,1
0,1,0.694235
0,1,0.0470901
0,1,0.0089114
0,1,0.0335398
0,1,0.0340892
0,1,0.0288095
0,1,0.0594806
0,1,0.0722373
0,1,0.0738548
0,1,0.0991546
0,1,0.102451
0,1,0.137028
0,1,0.158147
0,1,0.167302
0,1,0.155522
0,1,0.148991
0,1,0.150639
0,1,0.15598
0,1,0.19303
0,1,0.860866
0,0.677694,1
0,0.019776,1
0,0.0172124,1
0,0.0375072,1
0,0.0355235,1
0,0.0545671,1
0,0.0663472,1
0,0.0599994,1
0,0.0914029,1
0,0.0983917,1
0,0.0944548,1
0,0.12595,1
0,0.158666,1
0,0.173223,1
0,0.16657,1
0,0.150121,1
0,0.162053,1
0,0.196112,1
0,0.220527,1
0,0.861965,1
0,1,0.686789
0,1,0.0171209
0,1,-0.00451674
0,1,0.00399792
0,1,0.00799585
0,1,0.0212714
0,1,0.0488907
0,1,0.0570391
0,1,0.0953093
0,1,0.109226
0,1,0.0901517
0,1,0.0925321
0,1,0.113102
0,1,0.150304
0,1,0.171422
0,1,0.153417
0,1,0.155766
0,1,0.178961
0,1,0.216315
0,1,0.860714
0,0.712516,1
0,0.0283212,1
0,0.00872829,1
0,0.0348216,1
0,0.0385754,1
0,0.0545061,1
0,0.0595111,1
0,0.0628987,1
0,0.0776391,1
0,0.0982086,1
0,0.0887783,1
0,0.0970794,1
0,0.124699,1
0,0.140934,1
0,0.14124,1
0,0.160466,1
0,0.187475,1
0,0.210669,1
0,0.247383,1
0,0.900967,1
0,1,0.665853
0,1,0.0108036
0,1,-0.0154424
0,1,-0.00885037
0,1,0.00347911
0,1,0.0214545
0,1,0.0380566
0,1,0.0732444
0,1,0.0761437
0,1,0.0848109
0,1,0.104556
0,1,0.107181
0,1,0.11008
0,1,0.1301
0,1,0.17246
0,1,0.197577
0,1,0.196051
0,1,0.168798
0,1,0.193091
0,1,0.859615
0,0.699545,1
0,0.0537126,1
0,0.0154118,1
0,0.0373547,1
0,0.04532,1
0,0.0422376,1
0,0.0301828,1
0,0.0354625,1
0,0.0611286,1
0,0.106937,1
0,0.117771,1
0,0.110355,1
0,0.139744,1
0,0.172765,1
0,0.183264,1
0,0.179693,1
0,0.195013,1
0,0.202979,1
0,0.222022,1
0,0.896542,1
0,1,0.725425
0,1,0.0686666
0,1,0.0373241
0,1,0.0389111
0,1,0.0386364
0,1,0.0505081
0,1,0.0469985
0,1,0.0811792
0,1,0.094058
0,1,0.0831935
0,1,0.100009
0,1,0.0996429
0,1,0.106418
0,1,0.131138
0,1,0.173284
0,1,0.188788
0,1,0.204657
0,1,0.206885
0,1,0.216559
0,1,0.868648
0,0.696097,1
0,0.0392773,1
0,0.0347911,1
0,0.0502335,1
0,0.059389,1
0,0.0674459,1
0,0.0641804,1
0,0.0542924,1
0,0.0838954,1
0,0.113712,1
0,0.114566,1
0,0.108036,1
0,0.136601,1
0,0.168401,1
0,0.17188,1
0,0.160863,1
0,0.161626,1
0,0.182958,1
0,0.212317,1
0,0.866176,1
0,1,0.667806
0,1,0.0238044
0,1,0.0250557
0,1,0.0208136
0,1,0.00695822
0,1,0.0226142
0,1,0.0605487
0,1,0.0639058
0,1,0.0730308
0,1,0.094058
0,1,0.0965911
0,1,0.114841
0,1,0.152104
0,1,0.164556
0,1,0.15537
0,1,0.175268
0,1,0.161473
0,1,0.157231
0,1,0.202948
0,1,0.894528
0,0.720847,1
0,0.0568865,1
0,0.0102542,1
0,0.0385754,1
0,0.0580767,1
0,0.0672018,1
0,0.0744041,1
0,0.0766625,1
0,0.0949736,1
0,0.0921049,1
0,0.0965911,1
0,0.139012,1
0,0.164586,1
